301
-12.202,2.5936,5.8643
-11.625,2.3441,5.8853
-11.044,2.1067,5.9062
-10.457,1.8815,5.9271
-9.866,1.6687,5.9481
-9.2705,1.4683,5.969
-8.671,1.2804,5.99
-8.0676,1.1051,6.0109
-7.4607,0.94251,6.0319
-6.8505,0.79263,6.0528
-6.2374,0.65557,6.0737
-5.6214,0.53138,6.0947
-5.0031,0.42012,6.1156
-4.3825,0.32183,6.1366
-3.76,0.23656,6.1575
-3.1359,0.16434,6.1785
-2.5103,0.10521,6.1994
-1.8837,0.059198,6.2204
-1.2563,0.026315,6.2413
-0.62827,0.0065795,6.2622
-7.3479e-15,0,6.2832
